StockCode, Year, Month, NetRevenue, NetQuantity, CustomerFrequency, ProductFrequency, NetRevenue_LastMonth, NetRevenue_MA3, NextMonthRevenue
11001,2011,3,1.7025483734144045,2.3807109822836963,-0.4309661930013957,-0.8603224320674326,0.6930039266727064,1.075109362408214,0.8555057085560471
11001,2011,4,0.8555057085560471,1.2907831148008237,-0.1665238949833341,-0.8603224320674326,1.7025483734144045,1.2605200511441745,4.500294001523747
11001,2011,5,4.500294001523747,6.1073396733095775,-0.3046215395038774,-0.8603224320674328,0.8555057085560471,1.0836860028810527,4.500294001523747
11001,2011,6,4.500294001523747,6.1073396733095775,1.6478440941961445,-0.8603224320674328,4.500294001523747,2.352782694498066,0.9238916387884593
11001,2011,7,0.9238916387884593,1.5054220106041147,-0.3663247423747584,-0.8603224320674328,4.500294001523747,3.2853645705345134,1.2226114058821271
11001,2011,8,1.2226114058821271,3.1870817115365755,-0.23998008887724007,-0.8603224320674326,0.9238916387884593,3.3081598806119845,0.2035966608463064
11001,2011,9,0.2035966608463064,0.6025657419538527,-0.07592792251418334,-0.8603224320674326,1.2226114058821271,2.215599015398111,0.3843635052189608
11001,2011,10,0.3843635052189608,-0.058084333922437836,0.15103288169647494,-0.8603224320674326,0.2035966608463064,0.7833665685056309,2.7055196035308633
11001,2011,11,2.7055196035308633,3.643926800113839,-0.3272093191262535,-0.8603224320674326,0.3843635052189608,0.603523857315798,-0.2889207715780257
15030,2011,8,-0.7805495849743772,-0.7404022268072554,-0.2913994246029743,-1.023890879164595,-3.159845285213077,-1.5144312746463575,-0.7643995275904901
15030,2011,9,-0.7643995275904901,-0.6192991304202696,-0.4676942899483488,-1.023890879164595,-0.7805495849743772,-1.5305813320302448,-0.65134912590328
15030,2011,10,-0.65134912590328,0.2284225442886314,-0.4897311481165206,-1.023890879164595,-0.7643995275904901,-1.5682647992593148,-1.2703981370387858
15030,2011,11,-1.2703981370387858,0.6990512813512345,-0.434639002696091,-1.023890879164595,-0.65134912590328,-0.7320994128227157,-0.7805495849743772
15034,2011,3,-3.292387135467047,7.076164444405464,-0.31784365440478046,-0.77705122263615,-1.2280738487223917,-1.5951815615657932,-6.59646914007415
15034,2011,4,-6.59646914007415,15.605566045454758,-0.27376993806843686,-0.77705122263615,-3.292387135467047,-1.7076010131368593,-9.134480921499327
15034,2011,5,-9.134480921499327,21.121173885314747,0.073782796469587,-0.77705122263615,-6.59646914007415,-3.70564337475453,-6.678333224054544
15034,2011,6,-6.678333224054544,15.968875334615715,-0.17680776212848093,-0.77705122263615,-9.134480921499327,-6.341112399013507,-3.980491564381932
15034,2011,7,-3.980491564381932,8.031205567016011,0.4872362306724294,-0.77705122263615,-6.678333224054544,-7.46976109520934,-4.999950618931743
15034,2011,8,-4.999950618931743,3.052194966664248,-0.13084517223486544,-0.77705122263615,-3.980491564381932,-6.597768569978601,-9.539903051687944
15034,2011,9,-9.539903051687944,14.82381287319148,0.40276160769443753,-0.77705122263615,-4.999950618931743,-5.2195918024560735,-5.348903842784998
15034,2011,10,-5.348903842784998,10.910112583332989,-0.38781067908872596,-0.77705122263615,-9.539903051687944,-6.173448411667207,-9.493123575127719
15036,2011,3,-0.5859819361841855,29.972533830068976,-0.0590107384658898,-0.084115801297262,-1.2065890538946389,-2.341024859117612,1.4094920409861207
15036,2011,4,1.4094920409861207,40.034924738693064,-0.15183265620455286,-0.084115801297262,-0.5859819361841855,-1.212676400299083,3.3995005520401818
15036,2011,5,3.3995005520401818,69.41572673531245,-0.09695655841322309,-0.084115801297262,1.4094920409861207,-0.12769298303090118,1.4389955699975725
15036,2011,6,1.4389955699975725,63.13214937167453,0.019320275568248155,-0.084115801297262,3.3995005520401818,1.4076702189473724,0.00064530133911056
15036,2011,7,0.00064530133911056,44.88988250267676,-0.21369050369415796,-0.084115801297262,1.4389955699975725,2.0826627210079582,-0.6763120871382509
15036,2011,8,-0.6763120871382509,26.190770545101735,-0.26660795916378105,-0.084115801297262,0.00064530133911056,1.6130471411256213,-0.11707035024499712
15036,2011,9,-0.11707035024499712,19.626585783214896,0.6522966193046182,-0.084115801297262,-0.6763120871382509,0.25444292806614405,3.0677167332711757
15036,2011,10,3.0677167332711757,36.000121352447586,-0.25650773250336895,-0.084115801297262,-0.11707035024499712,-0.2642457120147125,-0.47259981399947376
15036,2011,11,-0.47259981399947376,28.58526517587077,-0.011700840160793714,-0.08411580129726201,3.0677167332711757,0.7581114319626425,0.5929843459435052
15039,2011,4,-3.2284563934784662,-0.5808979249453257,-0.3732506120847553,-0.8424786014750149,-1.2470083987586733,-1.4891111563456505,-0.7991554377891392
15039,2011,5,-0.7991554377891392,10.155926708040395,-0.32004734022159764,-0.8424786014750151,-3.2284563934784662,-2.020653046610309,-1.9433597631662167
15039,2011,6,-1.9433597631662167,8.325596613750267,0.21945501475009935,-0.842478601475015,-0.7991554377891392,-1.7582067433420931,-1.2403286396689086
15039,2011,7,-1.2403286396689086,4.50543212330808,-0.3354731409393179,-0.8424786014750149,-1.9433597631662167,-1.9903238648112742,-4.854155792962769
15039,2011,8,-4.854155792962769,-2.5461147641077804,0.019565129547894498,-0.842478601475015,-1.2403286396689086,-1.3276146135414215,-3.220325070278278
15039,2011,9,-3.220325070278278,-1.6570421439428582,-0.4015837154438333,-0.842478601475015,-4.854155792962769,-2.6792813985992985,0.204491326426251
15039,2011,10,0.204491326426251,5.0449791027973845,-0.019611507195522054,-0.842478601475015,-3.220325070278278,-3.1049365009699854,-6.093032868521254
15039,2011,11,-6.093032868521254,-4.61865105117188,-0.3332694551225007,-0.8424786014750151,0.204491326426251,-2.623329845604932,-1.5310266493028957
15044A,2011,3,3.409996244586631,-0.11026918788272244,0.13556470240535445,-0.8246347708825972,-1.7728332005472125,-0.2509400902476347,-0.09568000477784
15044A,2011,4,-0.09568000477784,-3.1378465975573686,0.07220873517186048,-0.8246347708825972,3.409996244586631,0.8281050915460941,-0.3727963414753028
15044A,2011,5,-0.3727963414753028,-5.642610416209128,0.251651723112688,-0.8246347708825972,-0.09568000477784,0.5138276797538596,-1.2027973066458104
15044A,2011,6,-1.2027973066458104,-5.871032960497759,-0.0405182700730184,-0.8246347708825972,-0.3727963414753028,0.9805066327778295,2.5243054263682367
15044A,2011,7,2.5243054263682367,-0.8231041177192971,0.1493377387604618,-0.8246347708825972,-1.2027973066458104,-0.5570912176329843,-0.12998253563455295
15044A,2011,8,-0.12998253563455295,-1.6294748469721774,-0.22528885009845886,-0.8246347708825972,2.5243054263682367,0.31623725941570796,0.7000184295359551
15044A,2011,9,0.7000184295359551,-1.401052302683546,0.678222334796585,-0.8246347708825972,-0.12998253563455295,0.39717519469595786,-0.3199945002683536
15044A,2011,10,-0.3199945002683536,-0.6192991304202696,-0.4897311481165206,-0.8246347708825972,0.7000184295359551,1.0314471067565465,-1.7360809208115886
15044A,2011,11,-1.7360809208115886,-4.847073595460511,0.09302132344180047,-0.8246347708825972,-0.3199945002683536,0.08334713121101624,-1.1389700838457726
15044B,2011,3,3.539978780221184,1.519205659089455,-0.004920268416740828,-0.9138539238446858,-0.13855816834873114,0.2938182538185257,-1.7471063024046776
15044B,2011,4,-1.7471063024046776,-3.9717846237809296,-0.2504738308620838,-0.9138539238446858,3.539978780221184,1.9061876027261775,0.35718504296600384
15044B,2011,5,0.35718504296600384,-5.427971520405837,-0.028334430220423392,-0.9138539238446858,-1.7471063024046776,0.5514381031559251,-1.5656699704850552
15044B,2011,6,-1.5656699704850552,-4.60486740268654,0.0930213234418005,-0.9138539238446859,0.35718504296600384,0.7166858402608368,0.8557278633130425
15044B,2011,7,0.8557278633130425,-0.902856268650262,0.5515104003295973,-0.9138539238446858,-1.5656699704850552,-0.985197076641243,-0.6399890005367072
15044C,2011,4,-1.7728332005472125,-2.840505810842036,-0.14265063196781463,-0.8751922908944474,3.557130045649541,0.9233357480166414,-3.1999450026835365
15044C,2011,5,-3.1999450026835365,-6.192991304202696,-0.30682522532069456,-0.8751922908944474,-1.7728332005472125,0.49095932584938434,-2.5342291040042944
15044C,2011,6,-2.5342291040042944,-6.08567185630105,0.29357899222485906,-0.8751922908944475,-3.1999450026835365,-0.47188271919373603,0.7085940622501333
15044C,2011,7,0.7085940622501333,-1.778145240329844,0.468872182198953,-0.8751922908944474,-2.5342291040042944,-2.502335769078348,-1.399711185126371
15044C,2011,8,-1.399711185126371,-2.598299618068064,-0.24181649372458774,-0.8751922908944474,0.7085940622501333,-1.6751933481458992,-0.11283127020619632
15044C,2011,9,-0.11283127020619632,-2.383660722264773,0.5349827567034683,-0.8751922908944474,-1.399711185126371,-1.0751154089601773,-1.6171237667701246
15044C,2011,10,-1.6171237667701246,-2.342309776808752,-0.3575099991074897,-0.8751922908944474,-0.11283127020619632,-0.26798279769414474,-2.2485371345926537
15044C,2011,11,-2.2485371345926537,-3.9580009752955894,-0.3795468572756615,-0.8751922908944474,-1.6171237667701246,-1.0432220740342306,-1.297129266501771
15044D,2011,4,-3.692800202157334,-6.556300593363654,0.0678013635382261,-0.8365306579442089,6.422817294477304,2.867133774144884,0.11148322528431695
15044D,2011,5,0.11148322528431695,-4.902208189401872,0.030677733239536684,-0.836530657944209,-3.692800202157334,0.9676259305084716,-0.9171053372341698
15044D,2011,6,-0.9171053372341698,-3.7433620794922984,0.3118595677507288,-0.836530657944209,0.11148322528431695,0.9471667725347622,3.738566377569163
15044D,2011,7,3.738566377569163,0.13193700489124927,-0.35475539183646826,-0.836530657944209,-0.9171053372341698,-1.4994741047023956,0.6828671641075986
15044D,2011,8,0.6828671641075986,-0.6468664273909502,-0.2473257082666307,-0.836530657944209,3.738566377569163,0.97764808853977,2.744280345907389
15044D,2011,9,2.744280345907389,-0.21758863578436805,1.1882181952599897,-0.836530657944209,0.6828671641075986,1.168109401480864,2.381407682068144
15044D,2011,10,2.381407682068144,1.048576922026852,-0.3207819021605367,-0.836530657944209,2.744280345907389,2.3885712958613836,-3.3566556445050937
15044D,2011,11,-3.3566556445050937,-6.05810455933037,0.2840074275659561,-0.836530657944209,2.381407682068144,1.9361850640277105,-0.4842795667596196
15056BL,2011,3,23.743694520912058,-0.9195896571166797,0.13517118708092274,-0.17928289779015646,22.299209298590384,24.849987177751107,9.495445618610233
15056BL,2011,4,9.495445618610233,-6.127022801757072,0.21544831326497718,-0.17928289779015646,23.743694520912058,22.51175890438982,23.48050064747657
15056BL,2011,5,23.48050064747657,-4.029868957703368,0.3223270753806105,-0.1792828977901565,9.495445618610233,18.51278314603756,24.998493452545475
15056BL,2011,6,24.998493452545475,-4.662951736608978,0.2424935482895517,-0.1792828977901565,23.48050064747657,18.90654692899962,50.6375388507101
15056BL,2011,7,50.6375388507101,-1.2887984262397922,0.2416170823396812,-0.1792828977901565,24.998493452545475,19.324813239544095,26.190700617284243
15056BL,2011,8,26.190700617284243,-5.6593438046755455,0.5414101736691852,-0.1792828977901565,50.6375388507101,33.03884431691072,40.83890920693442
15056BL,2011,9,40.83890920693442,-6.254025378106212,0.5122572467175411,-0.1792828977901565,26.190700617284243,33.94224430684661,60.03007687675019
15056BL,2011,10,60.03007687675019,1.347902397303217,0.29841060283927107,-0.1792828977901565,40.83890920693442,39.22238289164292,20.200249667387588
15056BL,2011,11,20.200249667387588,-14.004623546873306,0.25332416324152246,-0.1792828977901565,60.03007687675019,42.353228900322954,15.421853237501816
15056N,2011,3,44.610445186818325,-7.547758232888112,0.5471610204279844,0.0824266175653033,13.545090073408126,15.968788545155142,23.239360560503236
15056N,2011,4,23.239360560503236,-8.095189380900603,0.04532376820669087,0.0824266175653033,44.610445186818325,25.812858690397107,49.42238928048119
15056N,2011,5,49.42238928048119,1.2021817439266274,0.48478769087596596,0.0824266175653033,23.239360560503236,27.131631940243228,60.70158391549121
15056N,2011,6,60.70158391549121,1.0781289075585647,0.42785914060818875,0.0824266175653033,49.42238928048119,39.09073167593425,75.76679993872956
15056N,2011,7,75.76679993872956,3.4312725928715797,0.0826896799103812,0.0824266175653033,60.70158391549121,44.45444458549188,64.27085918634677
15056N,2011,8,64.27085918634677,2.0745209756251324,0.15257845319695765,0.0824266175653033,75.76679993872956,61.96359104490065,53.18690471094988
15056N,2011,9,53.18690471094988,-6.229407821116609,0.2832540307055058,0.0824266175653033,64.27085918634677,66.91308101352251,43.17721657067468
15056N,2011,10,43.17721657067468,-3.306200119362531,-0.08318910949679932,0.08242661756530331,53.18690471094988,64.40818794534206,17.11369887999269
15056N,2011,11,17.11369887999269,-10.53103495712566,0.4748051824749992,0.0824266175653033,43.17721657067468,53.54499348932378,17.16795228531006
15056P,2011,3,3.468914899800903,-5.587475822267767,0.3102068033881159,-0.6461964649584201,0.9682183431937923,1.199331233342522,10.099014059908818
15056P,2011,4,10.099014059908818,-3.3003006394003758,0.13932098504765644,-0.6461964649584201,3.468914899800903,1.1528489708836183,7.8675246715559775
15056P,2011,5,7.8675246715559775,-0.6882173728469712,-0.28038099551888834,-0.6461964649584201,10.099014059908818,4.845382434301171,2.7751319198407227
15056P,2011,6,2.7751319198407227,-4.469980657814213,0.185147633283741,-0.6461964649584201,7.8675246715559775,7.1451512104219,21.15734515635171
15056P,2011,7,21.15734515635171,-2.5214972071181765,-0.25972144098622735,-0.6461964649584201,2.7751319198407227,6.913890217101838,10.277221589662053
15056P,2011,8,10.277221589662053,-3.7847130249483194,-0.2693625664348025,-0.6461964649584201,21.15734515635171,10.600000582582803,2.0865771348598834
15056P,2011,9,2.0865771348598834,-10.891394506305542,0.507112612549604,-0.6461964649584201,10.277221589662053,11.403232888618161,5.4600493010198505
15056P,2011,10,5.4600493010198505,-4.995743988818178,0.13932098504765641,-0.6461964649584201,2.0865771348598834,11.173714626957882,3.6825357341958305
15056P,2011,11,3.6825357341958305,-11.161167996050192,0.4543742491935767,-0.6461964649584201,5.4600493010198505,5.941282675180595,3.8571887878371443
15058A,2011,5,2.422612126771616,-8.77750727378542,0.17646002573667324,-0.8960100932522681,0.13498857585689905,-0.056731614040500734,11.151996592027865
15058A,2011,6,11.151996592027865,-6.113239153271731,-0.1744345620180624,-0.8960100932522681,2.422612126771616,0.8825310288443715,-0.6778611238852525
15058A,2011,7,-0.6778611238852525,-5.42502178042476,0.15248586135591488,-0.896010093252268,11.151996592027865,4.56986576488546,2.2651254549385675
15058A,2011,8,2.2651254549385675,-3.7157947825216175,-0.35383718941279446,-0.8960100932522681,-0.6778611238852525,4.29891586497141,-0.7903516037660016
15058A,2011,9,-0.7903516037660016,-1.7230106463884827,-0.3905652863597474,-0.8960100932522681,2.2651254549385675,4.246420307693726,-1.6256993994843032
15058A,2011,10,-1.6256993994843032,-1.9652168391624545,-0.048993984753084474,-0.8960100932522681,-0.7903516037660016,0.26563757576243835,0.0224980959761498
15058B,2011,4,0.5301643777399,-3.5809080376492917,0.7311107944001974,-0.9316977544371035,0.8803439876706011,0.30844672654096694,-1.818392337581956
15058B,2011,5,-1.818392337581956,-9.490342203621994,0.2778860780747973,-0.9316977544371036,0.5301643777399,0.6168934530819338,6.59612230319674
15058B,2011,6,6.59612230319674,-5.964568759914064,-0.0449872832679623,-0.9316977544371036,-1.818392337581956,-0.13596132405715164,0.48516818578760007
15058B,2011,7,0.48516818578760007,-2.1001035840347804,1.2364894083902707,-0.9316977544371036,6.59612230319674,1.7692981144515614,3.4763797587301046
15058B,2011,8,3.4763797587301046,-3.35248549336066,-0.4015837154438333,-0.9316977544371036,0.48516818578760007,1.754299383800795,-0.3951758018830008
15058B,2011,9,-0.3951758018830008,-0.8615053231942413,-0.4015837154438333,-0.9316977544371036,3.4763797587301046,3.519223415904815,-0.3951758018830008
15058C,2011,5,11.140192157147304,0.34657590069454036,-0.0005128967831064645,-0.970359387387342,0.08999238390459952,0.6540200217805251,7.945268311066023
15058C,2011,6,7.945268311066023,1.2632158178301427,-0.04458661311945011,-0.970359387387342,11.140192157147304,4.081468776931476,3.2364690811102013
15058C,2011,7,3.2364690811102013,-0.9028562686502623,0.9702107055248613,-0.970359387387342,7.945268311066023,6.391817617372642,0.0449961919522996
15058C,2011,8,0.0449961919522996,-1.4808044536145109,-0.4126021445279192,-0.970359387387342,3.2364690811102013,7.440643183107844,-0.3951758018830008
15060B,2011,3,-0.7228573158375523,-2.975392555714362,0.16696722529499924,-0.7740772508707471,-0.7228573158375523,-0.8035730963608073,-0.999188552695577
15060B,2011,4,-0.999188552695577,-1.6019075500014968,-0.4126021445279192,-0.7740772508707471,-0.7228573158375523,-0.7243433863441565,1.1791733205047756
15060B,2011,5,1.1791733205047756,-2.3836607222647728,1.1850700726645365,-0.7740772508707471,-0.999188552695577,-0.8149677281235604,-3.3927414599697325
15060B,2011,6,-3.3927414599697325,-5.546124876811746,2.041359418627784,-0.7740772508707471,1.1791733205047756,-0.1809575160094512,0.03864210680807233
15060B,2011,7,0.03864210680807233,-5.6012594707531065,0.43782024568925626,-0.774077250870747,-3.3927414599697325,-1.0709188973868446,2.3859694127765003
15060B,2011,8,2.3859694127765003,-3.5425068321743476,-0.22528885009845886,-0.774077250870747,0.03864210680807233,-0.7249753442189615,3.0748498717028765
15060B,2011,9,3.0748498717028765,-6.639002484275695,0.3283872113768577,-0.7740772508707471,2.3859694127765003,-0.3227099801283866,-2.512397472299131
15060B,2011,10,-2.512397472299131,-6.179207655717356,0.31583844491998203,-0.7740772508707471,3.0748498717028765,1.8331537970958163,2.144281497100635
16008,2011,4,-1.1712701986135472,4.211041076573824,0.06119030608777454,-0.8514005167712239,-0.4369431916689159,-0.8007095133294443,-2.5691980991319934
16008,2011,6,-2.5691980991319934,2.003618044637398,0.7828974110954011,-0.8514005167712239,-1.1712701986135472,-0.7142046082617269,-6.600589584544498
16008,2011,7,-6.600589584544498,4.114555537176442,0.842274501159642,-0.8514005167712239,-2.5691980991319934,-1.3924704964714856,-5.487014678343758
16008,2011,8,-5.487014678343758,10.546803294172033,0.5184551130773396,-0.8514005167712239,-6.600589584544498,-3.44701929409668,-7.290699452824303
16008,2011,9,-7.290699452824303,19.103772192192007,-0.32545638722651254,-0.8514005167712239,-5.487014678343758,-4.885600787340084,-8.050086893640485
16008,2011,10,-8.050086893640485,19.089988543706667,-0.1830515386094629,-0.8514005167712239,-7.290699452824303,-6.459434571904186,-10.867104838835573
16008,2011,11,-10.867104838835573,23.031256130535837,0.19341145509680546,-0.8514005167712239,-8.050086893640485,-6.942600341602849,-2.5697549976624723
16011,2011,3,-1.8070261656634188,3.5917419461535545,1.398093034956864,-0.9227758391408948,-1.0292610733414358,-1.8167906547828803,-1.8070261656634188
16011,2011,4,-1.8070261656634188,3.5917419461535554,-0.4015837154438333,-0.9227758391408948,-1.8070261656634188,-1.6471962874159836,-1.0292610733414358
16011,2011,5,-1.0292610733414358,4.211041076573824,-0.09306770108942805,-0.9227758391408948,-1.8070261656634188,-1.5477711348894243,-1.2631584561425602
16011,2011,6,-1.2631584561425602,1.7889791488341071,-0.4236205736120051,-0.9227758391408948,-1.0292610733414358,-1.5477711348894243,-2.233945183783715
16011,2011,7,-2.233945183783715,6.60553570734286,-0.4126021445279192,-0.9227758391408948,-1.2631584561425602,-1.3664818983824716,-2.5556103796435052
16011,2011,8,-2.5556103796435052,10.709257336015039,-0.38836160054293023,-0.9227758391408948,-2.233945183783715,-1.5087882377559039,-1.0643456807616045
16011,2011,9,-1.0643456807616045,3.8477317874128665,-0.3354731409393179,-0.9227758391408948,-2.5556103796435052,-2.0175713398565933,-2.5730963888453453
16011,2011,10,-2.5730963888453453,3.0935459121202706,-0.4015837154438333,-0.9227758391408948,-1.0643456807616045,-1.9513004147296085,-5.228169450687573
16011,2011,11,-5.228169450687573,20.207483708160222,0.1493377387604618,-0.9227758391408948,-2.5730963888453453,-2.0643508164168183,-0.520477971240746
16012,2011,3,-3.052698612604139,12.99643251888243,-0.28772661490827894,-0.9554895285603272,-1.0643456807616045,-1.5731287828622944,-1.298243063562729
16012,2011,4,-1.298243063562729,1.4256698596731496,-0.17019670467802936,-0.9554895285603272,-3.052698612604139,-1.8928260690293273,-1.5614339137222382
16012,2011,5,-1.5614339137222382,6.134906970280257,-0.2473257082666307,-0.9554895285603272,-1.298243063562729,-1.805095785642824,-0.5321728403808023
16012,2011,6,-0.5321728403808023,1.9238658937064332,-0.4456574317801769,-0.9554895285603272,-1.5614339137222382,-1.9707918632963686,-2.590694987063674
16012,2011,7,-2.590694987063674,10.345948046854081,-0.42802794524563953,-0.9554895285603273,-0.5321728403808023,-1.1306166058885898,-0.5321728403808023
16012,2011,9,-0.5321728403808023,1.9238658937064332,-0.4015837154438333,-0.9554895285603272,-2.590694987063674,-1.5614339137222384,-3.7252098826656157
16012,2011,11,-3.7252098826656157,13.467061255945033,0.28470701036494567,-0.9554895285603272,-0.5321728403808023,-1.2183468892750928,-1.3333276709828974
16014,2011,3,-0.5130161355875256,4.574350365734782,-0.4566758608642628,-0.898984065017671,-1.121149330870449,-1.805912368602461,-1.9005851187838685
16014,2011,4,-1.9005851187838685,-0.16245404184300682,-0.3134362827711461,-0.8989840650176711,-0.5130161355875256,-0.7377059277996673,-2.8506570350567983
16014,2011,5,-2.8506570350567983,12.605555932750793,0.20718449145191273,-0.898984065017671,-1.9005851187838685,-1.1782501950806143,-0.9886074806164784
16014,2011,6,-0.9886074806164784,1.9100822452210933,-0.3685284281915756,-0.898984065017671,-2.8506570350567983,-1.7547527631427309,-1.035164802419708
16014,2011,7,-1.035164802419708,4.31836052447547,-0.4015837154438333,-0.8989840650176711,-0.9886074806164784,-1.913283211485715,-3.6884545796540102
16014,2011,8,-3.6884545796540102,4.263225930534109,0.22174455845588345,-0.898984065017671,-1.035164802419708,-1.6248097726976616,-2.1563141332901568
16014,2011,9,-2.1563141332901568,5.74403038414862,0.7531476525683691,-0.898984065017671,-3.6884545796540102,-1.9040756208967322,-1.502959568021957
16014,2011,10,-1.502959568021957,1.8962985967357529,-0.3722012378862709,-0.8989840650176711,-2.1563141332901568,-2.2933111717879586,-5.458725442305824
16014,2011,11,-5.458725442305824,5.554009045334933,-0.3464915700234038,-0.898984065017671,-1.502959568021957,-2.4492427603220412,-0.7602790831201428
16015,2011,3,-0.595437118098398,2.515597727156022,-0.4897311481165206,-0.9882032179797596,-0.8460414568138884,-0.7143161895195548,-1.8747456316248456
16015,2011,4,-1.8747456316248456,2.9724428157332854,-0.13163220288372873,-0.9882032179797596,-0.595437118098398,-0.5658099147251902,-1.3247520382687195
16015,2011,5,-1.3247520382687195,1.8962985967357526,1.155687595106974,-0.9882032179797596,-1.8747456316248456,-1.1054080688457109,-0.9462831923000847
16015,2011,6,-0.9462831923000847,1.6678760524471214,-0.3685284281915756,-0.9882032179797596,-1.3247520382687195,-1.2649782626639876,-1.7702708626518135
